@relation 'similarity values'

@attribute EXPERT {0.0,1.0}
@attribute FullDescriptionMatcher numeric
@attribute GeneralBagForAnnotationLabel[Levenshtein] numeric
@attribute GeneralBagForAnnotationLabel[QGramsDistance] numeric
@attribute GeneralBagForAnnotationLabel[SmithWaterman] numeric
@attribute GeneralBagForAnnotationLabel[Stoilos_JW] numeric
@attribute SoftJaccardLinStoilois numeric

@data
0.0,0.505692,0.090909,0,0.125,-1,0
0.0,0.018736,0.090909,0,0.136364,-1,0
0.0,0.138059,0.176471,0,0.136364,-1,0
0.0,0.071788,0.090909,0,0.214286,-1,0
0.0,0.259369,0.236842,0.237288,0.818182,0.216932,0
0.0,0.567405,0.166667,0,0.090909,-1,0
0.0,0.343908,0.181818,0,0.166667,-1,0
0.0,0.076829,0.181818,0,0.125,-1,0
0.0,0.29908,0.181818,0,0.25,-1,0
0.0,0.456507,0.153846,0,0.227273,-1,0
0.0,0.509559,0.181818,0,0.5,-1,0
0.0,0.359321,0.090909,0,0.111111,-1,0
0.0,0.442795,0.076923,0,0.181818,-1,0
0.0,0.322668,0.157895,0,0.181818,-1,0
0.0,0.00129,0.090909,0,0.111111,-1,0
0.0,0.258436,0.090909,0,0.25,-1,0
0.0,0.265378,0.176471,0,0.136364,-1,0
0.0,0.125613,0.117647,0,0.136364,-1,0
0.0,0.044748,0.181818,0.08,0.3,-0.240602,0
0.0,0.477189,0.090909,0,0.222222,-1,0
0.0,0.00102,0.157895,0,0.181818,-1,0
0.0,0.3132,0,0,0.181818,-1,0
0.0,0.306252,0.176471,0,0.090909,-1,0
0.0,0.097148,0.727273,0.5,0.888889,0.759128,0
0.0,0.380822,0,0,0.136364,-1,0
0.0,0.19573,0.090909,0,0.111111,-1,0
0.0,0.375046,0,0,0.136364,-1,0
0.0,0.118069,0.090909,0,0.166667,-1,0
0.0,0.404801,0,0,0.136364,-1,0
0.0,0.355423,0.071429,0,0.136364,-1,0
0.0,0.157897,0.090909,0,0.125,-1,0
0.0,0.35542,0.181818,0,0.166667,-1,0
0.0,0.061519,0.090909,0,0.25,-1,0
0.0,0.014801,0.117647,0,0.090909,-1,0
0.0,0.215856,0.083333,0,0.136364,-1,0
0.0,0.101785,0.090909,0,0.142857,-1,0
0.0,0.390935,0.090909,0.086957,0.125,-1,0
0.0,0.003541,0.090909,0,0.111111,-1,0
0.0,0.332063,0.133333,0,0.15,-1,0
0.0,0.365982,0.157895,0,0.090909,-1,0
0.0,0.196913,0,0,0.25,-1,0
0.0,0.001338,0.272727,0.16,0.2,-0.8,0
1.0,1,1,1,1,1,1
0.0,0.368371,0.272727,0.083333,0.166667,-0.9,0
0.0,0.255091,0,0,0.1,-1,0
0.0,0.011641,0.181818,0,0.25,-1,0
0.0,0.336115,0.176471,0,0.136364,-1,0
1.0,1,1,1,1,1,1
0.0,0.000987,0.25,0.210526,0.285714,-0.9,0
0.0,0,0.142857,0.117647,0.166667,-0.9,0
0.0,0.001339,0,0,0,-1,0
0.0,0.002653,0.25,0.105263,0.214286,-1,0
0.0,0.001271,0.1,0,0.142857,-1,0
0.0,0.142556,0.071429,0.08,0.142857,-1,0
0.0,0,0.125,0,0.142857,-1,0
0.0,0.020858,0.153846,0.083333,0.142857,-1,0
0.0,0.026367,0.285714,0,0.25,-1,0
0.0,0.001047,0.333333,0.1,0.357143,-1,0
0.0,0,0.142857,0,0.166667,-1,0
0.0,0.098415,0.142857,0,0.2,-1,0
0.0,0.002099,0.25,0,0.285714,-1,0
0.0,0.179816,0,0,0.142857,-1,0
0.0,0,0.125,0,0.142857,-1,0
0.0,0.001157,0.142857,0,0.142857,-1,0
0.0,0.572665,0,0,0.142857,-1,0
0.0,0.137962,0.083333,0,0.142857,-1,0
0.0,0.124465,0.111111,0,0.142857,-1,0
0.0,0,0.285714,0.125,0.4,-1,0
0.0,0.034061,0.285714,0.125,0.2,-1,0
0.0,0.020453,0.181818,0.090909,0.142857,-1,0
0.0,0.065522,0.111111,0,0.142857,-1,0
0.0,0.051577,0,0,0.166667,-1,0
0.0,0,0.25,0.210526,0.285714,-0.9,0
1.0,1,1,1,1,1,1
0.0,0.027935,0.25,0.111111,0.166667,-0.9,0
0.0,0.273472,0,0,0,-1,0.671426
0.0,0.226758,0.125,0.1,0.1875,-1,0.694136
0.0,0.353922,0.1,0,0.25,-1,0
0.0,0.298483,0.214286,0.076923,0.3125,-1,0
0.0,0.050026,0,0,0.125,-1,0
0.0,0.687698,0.230769,0.08,0.25,-1,0
0.0,0.04429,0.25,0,0.375,-1,0
0.0,0,0.222222,0.095238,0.125,-1,0
0.0,0.003371,0.125,0,0.166667,-1,0
0.0,0.075192,0,0,0.2,-1,0
0.0,0.019142,0.166667,0,0.1875,-1,0
0.0,0.005337,0.181818,0,0.25,-1,0
0.0,0.570465,0,0.1,0.375,-0.038907,0
0.0,0.732854,0,0,0.142857,-1,0
0.0,0.04333,0,0,0.3125,-1,0
0.0,0.097267,0.166667,0,0.3125,-1,0
0.0,0.003805,0.222222,0,0.125,-1,0
0.0,0.165799,0.25,0.235294,0.4,-1,0
0.0,0.370484,0.375,0.235294,0.6,0.186813,0
0.0,0.310889,0.272727,0.086957,0.1875,-1,0
0.0,0.538454,0.222222,0,0.125,-1,0
0.0,0,0.125,0,0.166667,-1,0
0.0,0,0.142857,0.117647,0.166667,-0.9,0
0.0,0.046677,0.25,0.111111,0.166667,-0.9,0
1.0,1,1,1,1,1,1
0.0,0.053461,0.166667,0,0.25,-1,0
0.0,0.044955,0.25,0,0.166667,-1,0
0.0,0.050755,0.2,0,0.166667,-1,0
0.0,0.035434,0.214286,0,0.25,-1,0
0.0,0.057994,0.125,0,0.166667,-1,0
0.0,0.051161,0.230769,0,0.333333,-1,0
0.0,0.074833,0.166667,0,0.375,-1,0
0.0,0.440589,0.222222,0,0.416667,-1,0
0.0,0.788461,0.333333,0.25,0.416667,-1,0
0.0,0.003513,0,0,0.2,-1,0
0.0,0.673202,0.25,0.181818,0.5,-1,0.520236
0.0,0,0.272727,0,0.333333,-1,0
0.0,0.040442,0.25,0,0.25,-1,0
0.0,0.018489,0.142857,0,0.25,-1,0
0.0,0.050232,0.25,0,0.25,-1,0
0.0,0,0.25,0,0.333333,-1,0
0.0,0.004411,0.222222,0.105263,0.333333,-1,0
0.0,0,0,0,0.2,-1,0.723795
0.0,0.119463,0.166667,0,0.2,-1,0
0.0,0.0427,0,0,0.166667,-1,0
0.0,0.247072,0.333333,0.105263,0.166667,-1,0
0.0,0,0.166667,0,0.333333,-1,0
0.0,0.001439,0,0,0,-1,0
0.0,0.220935,0,0,0,-1,0.671426
0.0,0,0.166667,0,0.25,-1,0
1.0,1,1,1,1,1,1
0.0,0.394429,0,0,0,-1,0
0.0,1,0.2,0,0.25,-1,0.741415
0.0,0.302489,0.142857,0,0.25,-1,0
0.0,0.140112,0.125,0,0.25,-1,0
0.0,0.242161,0.153846,0,0.25,-1,0
0.0,0.106231,0,0,0,-1,0
0.0,0.000801,0.111111,0,0.25,-1,0
0.0,0,0.166667,0,0.25,-1,0
0.0,0.082368,0,0,0,-1,0
0.0,0.001605,0.083333,0,0.25,-1,0
0.0,0.001408,0.090909,0,0.25,-1,0
0.0,0.47835,0.125,0,0.25,-1,0
0.0,0.18353,0.142857,0,0.25,-1,0.676038
0.0,0.110044,0.25,0,0.25,-1,0
0.0,0.095215,0.083333,0,0.25,-1,0
0.0,0,0,0,0.25,-1,0
0.0,0.333617,0,0,0,-1,0
0.0,0.39289,0,0,0,-1,0
0.0,0.458731,0.090909,0,0.25,-1,0
0.0,0.158408,0.111111,0,0.25,-1,0
0.0,0.004152,0.333333,0,0.5,-1,0
0.0,0.002959,0.25,0.105263,0.214286,-1,0
0.0,0.189266,0.125,0.1,0.1875,-1,0.694136
0.0,0,0.25,0,0.166667,-1,0
0.0,0.399047,0,0,0,-1,0
1.0,1,1,1,1,1,1
0.0,0.463108,0.2,0.090909,0.125,-0.9,0
0.0,0.259466,0.214286,0.153846,0.25,-0.9,0
0.0,0.084154,0.125,0.1,0.1875,-0.9,0
0.0,0.207449,0.230769,0.16,0.1875,-0.9,0
0.0,0.064383,0.375,0,0.625,-1,0
0.0,0.001647,0.333333,0.190476,0.25,-1,0
0.0,0,0.25,0,0.166667,-1,0
0.0,0.062838,0.125,0,0.2,-1,0
0.0,0.003301,0.166667,0,0.1875,-1,0
0.0,0.002897,0.090909,0,0.125,-1,0
0.0,0.421363,0.125,0,0.125,-1,0
0.0,0.173599,0,0,0.142857,-1,0
0.0,0.072891,0.125,0,0.25,-1,0
0.0,0.067122,0.166667,0,0.1875,-1,0
0.0,0,0.222222,0,0.25,-1,0
0.0,0.186451,0.375,0.117647,0.3,-1,0
0.0,0.655376,0.375,0.117647,0.3,-1,0
0.0,0.31385,0.181818,0.086957,0.125,-1,0
0.0,0.150479,0.111111,0,0.25,-1,0
0.0,0,0.125,0,0.333333,-1,0
0.0,0.001386,0.1,0,0.142857,-1,0
0.0,0.274789,0.1,0,0.25,-1,0
0.0,0,0.2,0,0.166667,-1,0
0.0,1,0.2,0,0.25,-1,0.741415
0.0,0.505561,0.2,0.090909,0.125,-0.9,0
1.0,1,1,1,1,1,1
0.0,0.343977,0.5,0.285714,0.45,0.017565,0
0.0,0.140112,0.3,0.181818,0.25,-0.8,0
0.0,0.273742,0.461538,0.296296,0.4,0.041368,0
0.0,0.106231,0.1,0,0.25,-1,0
0.0,0.000771,0.3,0.086957,0.388889,-0.170322,0
0.0,0,0.2,0,0.25,-1,0
0.0,0.07934,0.2,0,0.2,-1,0
0.0,0.001546,0.166667,0,0.15,-1,0
0.0,0.001357,0.363636,0.32,0.4,-0.024453,0
0.0,0.596073,0.2,0,0.1875,-1,0
0.0,0.225629,0.1,0,0.142857,-1,0
0.0,0.105461,0.5,0.363636,0.5625,0.118357,0
0.0,0.091715,0.333333,0.307692,0.4,-0.058899,0
0.0,0,0.1,0,0.111111,-1,0
0.0,0.183141,0.1,0,0.2,-1,0
0.0,0.467759,0.1,0,0.2,-1,0
0.0,0.504668,0.181818,0,0.15,-1,0
0.0,0.207186,0.1,0,0.111111,-1,0
0.0,0.003999,0.2,0,0.333333,-1,0
0.0,0.142556,0.071429,0.08,0.142857,-1,0
0.0,0.195099,0.214286,0.076923,0.3125,-1,0
0.0,0,0.214286,0,0.25,-1,0
0.0,0.272748,0.142857,0,0.25,-1,0
0.0,0.218774,0.214286,0.153846,0.25,-0.9,0
0.0,0.291346,0.5,0.285714,0.45,0.017565,0
1.0,1,1,1,1,1,1
0.0,0.033295,0.285714,0.153846,0.25,-0.8,0
0.0,0.190655,0.571429,0.451613,0.384615,0.077692,0
0.0,0.070238,0.142857,0,0.5,-1,0
0.0,0.000652,0.285714,0.074074,0.222222,-1,0
0.0,0,0.214286,0,0.25,-1,0
0.0,0.454224,0.142857,0,0.2,-1,0
0.0,0.001306,0.285714,0,0.25,-1,0
0.0,0.001146,0.357143,0.137931,0.363636,-0.154255,0
0.0,0.503866,0.142857,0,0.25,-1,0
0.0,0.184787,0.214286,0,0.214286,-1,0
0.0,0.105456,0.5,0.307692,0.75,0.38152,0
0.0,0.553758,0.571429,0.2,0.5,-0.014119,0
0.0,0.12447,0.214286,0,0.222222,-1,0
0.0,0.200644,0.142857,0.086957,0.2,-1,0
0.0,0.342316,0.142857,0.086957,0.3,-1,0
0.0,0.767678,0.142857,0.068966,0.181818,-1,0
0.0,0.063923,0.071429,0,0.111111,-1,0
0.0,0,0.142857,0,0.25,-1,0
0.0,0,0.125,0,0.142857,-1,0
0.0,0.028062,0,0,0.125,-1,0
0.0,0,0.125,0,0.166667,-1,0
0.0,0.140112,0.125,0,0.25,-1,0
0.0,0.037719,0.125,0.1,0.1875,-0.9,0
0.0,0.140112,0.3,0.181818,0.25,-0.8,0
0.0,0.032179,0.285714,0.153846,0.25,-0.8,0
1.0,1,1,1,1,1,1
0.0,0.030758,0.461538,0.4,0.625,0.430395,0
0.0,0.046877,0.125,0,0.375,-1,0
0.0,0,0.111111,0,0.25,-1,0
0.0,0,0.125,0,0.25,-1,0
0.0,0,0.125,0.117647,0.4,-1,0
0.0,0,0.25,0,0.25,-1,0
0.0,0,0.181818,0,0.25,-1,0
0.0,0.06034,0.125,0,0.125,-1,0
0.0,0.117743,0.25,0,0.214286,-1,0
0.0,0.053073,0.125,0,0.25,-1,0
0.0,0,0.166667,0,0.25,-1,0
0.0,0,0,0,0.1875,-1,0
0.0,0,0,0,0.2,-1,0
0.0,0.119122,0.125,0,0.2,-1,0
0.0,0.189215,0.090909,0,0.125,-1,0
0.0,0.066939,0,0,0.125,-1,0
0.0,0,0,0,0.25,-1,0
0.0,0.114776,0.285714,0,0.25,-1,0
0.0,0.035768,0.25,0,0.375,-1,0
0.0,0.074833,0.166667,0,0.375,-1,0
0.0,0.106231,0,0,0,-1,0
0.0,0.043443,0.375,0,0.625,-1,0
0.0,0.106231,0.1,0,0.25,-1,0
0.0,0.048597,0.142857,0,0.5,-1,0
0.0,0.044441,0.125,0,0.375,-1,0
0.0,0.036044,0.076923,0,0.25,-1,0
1.0,1,1,1,1,1,1
0.0,0.000727,0.222222,0.117647,0.25,-0.9,0
0.0,0.053484,0.333333,0,0.25,-1,0
0.0,0.166208,0,0,0.25,-1,0
0.0,0.0666,0.166667,0,0.5,-1,0
0.0,0.005243,0.090909,0,0.25,-1,0
0.0,0.091073,0.25,0,0.375,-1,0
0.0,0.098665,0,0,0.25,-1,0
0.0,0.173444,0.25,0,0.5,-1,0
0.0,0.029616,0.166667,0,0.5,-1,0
0.0,0.109028,0.222222,0,0.25,-1,0
0.0,0.029091,0.4,0,0.25,-1,0
0.0,0.082701,0.4,0,0.375,-1,0
0.0,0.053119,0.090909,0,0.25,-1,0
0.0,0.239798,0.111111,0,0.25,-1,0
0.0,0.200293,0,0,0,-1,0
0.0,0.001049,0.333333,0.1,0.357143,-1,0
0.0,0.015141,0.222222,0.095238,0.125,-1,0
0.0,0.438435,0.222222,0,0.416667,-1,0
0.0,0.026478,0.111111,0,0.25,-1,0
0.0,0.02109,0.333333,0.190476,0.25,-1,0
0.0,0.025138,0.3,0.086957,0.388889,-0.170322,0
0.0,0.017362,0.285714,0.074074,0.222222,-1,0
0.0,0.02984,0.111111,0,0.25,-1,0
0.0,0.016595,0.307692,0.076923,0.166667,-1,0
0.0,0.021148,0.222222,0.117647,0.25,-0.9,0
1.0,1,1,1,1,1,1
0.0,0.403687,0.444444,0.105263,0.583333,0.042857,0
0.0,0.00076,0.222222,0,0.2,-1,0
0.0,0.72856,0.333333,0.08,0.444444,-0.231527,0
0.0,0.001027,0.090909,0,0.166667,-1,0
0.0,0.020809,0.222222,0,0.25,-1,0
0.0,0.000645,0,0,0.214286,-1,0
0.0,0.025847,0.111111,0,0.25,-1,0
0.0,0.00107,0.083333,0,0.222222,-1,0
0.0,0,0,0,0.222222,-1,0
0.0,0,0.222222,0.111111,0.2,-1,0
0.0,0.058997,0.333333,0.111111,0.3,-1,0
0.0,0.021149,0.181818,0.083333,0.222222,-1,0
0.0,0.036116,0,0,0.111111,-1,0
0.0,0,0.222222,0,0.166667,-1,0
0.0,0,0.142857,0,0.166667,-1,0
0.0,0.024944,0.125,0,0.166667,-1,0
0.0,0.786137,0.333333,0.25,0.416667,-1,0
0.0,0.039872,0.166667,0,0.25,-1,0
0.0,0.033527,0.25,0,0.166667,-1,0
0.0,0.037853,0.2,0,0.25,-1,0
0.0,0.026427,0.214286,0,0.25,-1,0
0.0,0.043252,0.125,0,0.25,-1,0
0.0,0.027341,0.230769,0,0.25,-1,0
0.0,0.053484,0.333333,0,0.25,-1,0
0.0,0.404474,0.444444,0.105263,0.583333,0.042857,0
1.0,1,1,1,1,1,1
0.0,0.00262,0.166667,0.133333,0.2,-0.9,0
0.0,0.732268,0.25,0.272727,0.5,-0.061404,0
0.0,0,0.272727,0,0.333333,-1,0
0.0,0.030162,0.25,0,0.333333,-1,0
0.0,0.002224,0,0,0.25,-1,0
0.0,0.037463,0.25,0,0.25,-1,0
0.0,0,0.25,0,0.333333,-1,0
0.0,0.00329,0.222222,0.105263,0.333333,-1,0
0.0,0,0,0,0.2,-1,0
0.0,0.089097,0.166667,0,0.2,-1,0
0.0,0.031846,0.272727,0.095238,0.5,-0.031674,0
0.0,0.176585,0.222222,0.105263,0.166667,-1,0
0.0,0,0.166667,0,0.166667,-1,0
0.0,0.205499,0.142857,0,0.2,-1,0
0.0,0.048617,0,0,0.2,-1,0
0.0,0.003805,0,0,0.2,-1,0
0.0,0.08606,0,0,0,-1,0
0.0,0.066393,0.125,0,0.2,-1,0
0.0,0.081703,0.2,0,0.2,-1,0
0.0,0.505014,0.142857,0,0.2,-1,0
0.0,0,0.125,0.117647,0.4,-1,0
0.0,0.053288,0.076923,0,0.4,-1,0
0.0,0.468891,0,0,0.25,-1,0
0.0,0.000827,0.222222,0,0.2,-1,0
0.0,0.002846,0.166667,0.133333,0.2,-0.9,0
1.0,1,1,1,1,1,1
0.0,0.00757,0.166667,0,0.2,-1,0
0.0,0.001454,0.090909,0,0.3,-1,0
0.0,0.209722,0.125,0,0.2,-1,0
0.0,0.054808,0.142857,0,0.2,-1,0
0.0,0.321379,0.125,0,0.2,-1,0
0.0,0.482025,0.166667,0,0.2,-1,0
0.0,0.185715,0.111111,0,0.2,-1,0
0.0,0.076372,0,0,0.2,-1,0
0.0,0.086806,0,0,0.2,-1,0
0.0,0.527749,0.181818,0,0.3,-1,0
0.0,0.0107,0,0,0.2,-1,0
0.0,0,0,0,0,-1,0
0.0,0.002103,0.25,0,0.285714,-1,0
0.0,0.030414,0.166667,0,0.1875,-1,0
0.0,0.669915,0.25,0.181818,0.5,-1,0.520407
0.0,0.032617,0.083333,0,0.25,-1,0
0.0,0.033194,0.166667,0,0.1875,-1,0
0.0,0.030966,0.166667,0,0.15,-1,0
0.0,0.022541,0.285714,0,0.25,-1,0
0.0,0.029899,0.25,0,0.25,-1,0
0.0,0.033336,0.153846,0,0.125,-1,0
0.0,0.0666,0.166667,0,0.5,-1,0
0.0,0.728566,0.333333,0.08,0.444444,-0.231527,0
0.0,0.730848,0.25,0.272727,0.5,-0.061404,0
0.0,0.006957,0.166667,0,0.2,-1,0
1.0,1,1,1,1,1,1
0.0,0.002058,0.083333,0,0.136364,-1,0
0.0,0.02085,0.333333,0,0.3125,-1,0
0.0,0.0139,0.166667,0,0.214286,-1,0
0.0,0.025897,0.25,0,0.3125,-1,0
0.0,0.002144,0.333333,0,0.208333,-1,0
0.0,0.006823,0.333333,0.08,0.222222,-1,0
0.0,0,0.166667,0,0.2,-1,0
0.0,0.066542,0.25,0,0.3,-1,0
0.0,0.026052,0.083333,0,0.136364,-1,0
0.0,0.219889,0.25,0.08,0.111111,-1,0
0.0,0,0.166667,0,0.166667,-1,0
0.0,0.179816,0,0,0.142857,-1,0
0.0,0.006953,0.181818,0,0.25,-1,0
0.0,0,0.272727,0,0.333333,-1,0
0.0,0.00131,0.090909,0,0.25,-1,0
0.0,0.002597,0.090909,0,0.125,-1,0
0.0,0.001244,0.363636,0.32,0.4,-0.024453,0
0.0,0.001108,0.357143,0.137931,0.363636,-0.154255,0
0.0,0,0.181818,0,0.25,-1,0
0.0,0.02698,0.538462,0.214286,0.545455,0.055764,0
0.0,0.00553,0.090909,0,0.25,-1,0
0.0,0.001025,0.090909,0,0.166667,-1,0
0.0,0,0.272727,0,0.333333,-1,0
0.0,0.001334,0.090909,0,0.3,-1,0
0.0,0.002055,0.083333,0,0.136364,-1,0
1.0,1,1,1,1,1,1
0.0,0.004742,0.363636,0.086957,0.1875,-0.9,0
0.0,0.008149,0.090909,0,0.142857,-1,0
0.0,0.037924,0.363636,0.347826,0.5,0.077915,0
0.0,0.319648,0.416667,0.296296,0.363636,-0.098034,0.747716
0.0,0.199952,0,0,0.111111,-1,0
0.0,0,0,0,0.2,-1,0
0.0,0.033341,0.090909,0,0.2,-1,0
0.0,0.001047,0,0,0.227273,-1,0
0.0,0.271988,0.090909,0,0.166667,-1,0
0.0,0.220221,0.181818,0,0.166667,-1,0.889276
0.0,0,0.125,0,0.142857,-1,0
0.0,0.404096,0,0.1,0.375,-0.038907,0
0.0,0,0.25,0,0.25,-1,0
0.0,0.469665,0.125,0,0.25,-1,0
0.0,0.400204,0.125,0,0.125,-1,0
0.0,0.569962,0.2,0,0.1875,-1,0
0.0,0.50779,0.142857,0,0.25,-1,0
0.0,0.06034,0.125,0,0.125,-1,0
0.0,0.356183,0.230769,0,0.1875,-1,0
0.0,0.306516,0.25,0,0.375,-1,0
0.0,0,0.222222,0,0.25,-1,0
0.0,0,0.25,0,0.333333,-1,0
0.0,0.19237,0.125,0,0.2,-1,0
0.0,0,0.333333,0,0.3125,-1,0
0.0,0.004742,0.363636,0.086957,0.1875,-0.9,0
1.0,1,1,1,1,1,1
0.0,0.368899,0.125,0,0.142857,-1,0
0.0,0.170693,0.25,0,0.25,-1,0
0.0,0.241144,0.25,0,0.25,-1,0
0.0,0,0.111111,0,0.125,-1,0
0.0,0.27243,0.25,0,0.4,-1,0
0.0,0.576665,0.5,0.235294,0.8,0.496337,0.500124
0.0,0.640857,0,0,0.25,-1,0
0.0,0.176306,0,0,0.25,-1,0
0.0,0,0.25,0,0.166667,-1,0
0.0,0,0.142857,0,0.142857,-1,0
0.0,0.730928,0,0,0.142857,-1,0
0.0,0.02855,0.142857,0,0.25,-1,0
0.0,0.198738,0.142857,0,0.25,-1,0.676038
0.0,0.198145,0,0,0.142857,-1,0
0.0,0.31985,0.1,0,0.142857,-1,0
0.0,0.276382,0.214286,0,0.214286,-1,0
0.0,0.117743,0.25,0,0.214286,-1,0
0.0,0.600299,0.153846,0,0.142857,-1,0
0.0,0.098665,0,0,0.25,-1,0
0.0,0,0,0,0.214286,-1,0
0.0,0.003445,0,0,0.25,-1,0
0.0,0.076846,0.142857,0,0.2,-1,0
0.0,0.019563,0.166667,0,0.214286,-1,0
0.0,0.005454,0.090909,0,0.142857,-1,0
0.0,0.576847,0.125,0,0.142857,-1,0
1.0,1,1,1,1,1,1
0.0,0.088625,0.125,0,0.142857,-1,0
0.0,0.097837,0.166667,0,0.214286,-1,0
0.0,0.003889,0.111111,0,0.214286,-1,0
0.0,0.169445,0,0,0.2,-1,0
0.0,0.277551,0.142857,0,0.2,-1,0
0.0,0.285544,0.181818,0,0.142857,-1,0
0.0,0.521727,0,0,0.142857,-1,0
0.0,0,0.142857,0.117647,0.166667,-1,0
0.0,0.582619,0,0,0.142857,-1,0
0.0,0.024182,0,0,0.3125,-1,0
0.0,0.00333,0.25,0,0.25,-1,0
0.0,0.105461,0.25,0,0.25,-1,0
0.0,0.032503,0.125,0,0.25,-1,0
0.0,0.105461,0.5,0.363636,0.5625,0.118357,0
0.0,0.071727,0.5,0.307692,0.75,0.38152,0
0.0,0.045716,0.125,0,0.25,-1,0
0.0,0.04017,0.384615,0.16,0.5,0.0121,0
0.0,0.073958,0.25,0,0.5,-1,0
0.0,0,0.111111,0,0.25,-1,0
0.0,0.002491,0.25,0,0.25,-1,0
0.0,0.227017,0.125,0,0.2,-1,0
0.0,0.005176,0.25,0,0.3125,-1,0
0.0,0.032667,0.363636,0.347826,0.5,0.077915,0
0.0,0.045778,0.25,0,0.25,-1,0
0.0,0.088625,0.125,0,0.142857,-1,0
1.0,1,1,1,1,1,1
0.0,0.077432,0.416667,0.416667,0.625,0.255814,0
0.0,0.164246,0.222222,0,0.125,-1,0
0.0,0,0.125,0,0.2,-1,0
0.0,0.110491,0.125,0,0.3,-1,0
0.0,0.142421,0.272727,0,0.25,-1,0
0.0,0.069691,0,0,0.125,-1,0
0.0,0.005684,0.25,0,0.166667,-1,0
0.0,0.137962,0.083333,0,0.142857,-1,0
0.0,0.097267,0.166667,0,0.3125,-1,0
0.0,0,0.25,0,0.333333,-1,0
0.0,0.088585,0.083333,0,0.25,-1,0
0.0,0.06017,0.166667,0,0.1875,-1,0
0.0,0.084101,0.333333,0.307692,0.4,-0.058899,0
0.0,0.535198,0.571429,0.2,0.5,-0.014119,0
0.0,0,0.166667,0,0.25,-1,0
0.0,0.054799,0.384615,0.137931,0.333333,-0.161283,0
0.0,0.056718,0.166667,0,0.5,-1,0
0.0,0.001068,0.083333,0,0.222222,-1,0
0.0,0,0.25,0,0.333333,-1,0
0.0,0.416957,0.166667,0,0.2,-1,0
0.0,0.00214,0.333333,0,0.208333,-1,0
0.0,0.319648,0.416667,0.296296,0.363636,-0.098034,0.747716
0.0,0.241144,0.25,0,0.25,-1,0
0.0,0.097837,0.166667,0,0.214286,-1,0
0.0,0.117794,0.416667,0.416667,0.625,0.255814,0
1.0,1,1,1,1,1,1
0.0,0.300454,0.583333,0.56,0.777778,0.686878,0
0.0,0.073988,0.083333,0,0.2,-1,0
0.0,0.080707,0.166667,0,0.3,-1,0
0.0,0.555583,0.083333,0,0.136364,-1,0
0.0,0.171539,0.083333,0,0.111111,-1,0
0.0,0.025164,0.083333,0,0.166667,-1,0
0.0,0.29847,0.111111,0,0.142857,-1,0
0.0,0.005417,0.222222,0,0.125,-1,0
0.0,0.00556,0.222222,0.105263,0.333333,-1,0
0.0,0.003674,0,0,0.25,-1,0
0.0,0.007281,0.222222,0,0.25,-1,0
0.0,0.003488,0.1,0,0.111111,-1,0
0.0,0.12447,0.214286,0,0.222222,-1,0
0.0,0,0,0,0.1875,-1,0
0.0,0.005937,0.230769,0,0.111111,-1,0
0.0,0.065214,0.222222,0,0.25,-1,0
0.0,0,0,0,0.222222,-1,0
0.0,0.004159,0.222222,0.105263,0.333333,-1,0
0.0,0.281294,0.111111,0,0.2,-1,0
0.0,0.008642,0.333333,0.08,0.222222,-1,0
0.0,0.253723,0,0,0.111111,-1,0
0.0,0,0.111111,0,0.125,-1,0
0.0,0.003174,0.111111,0,0.214286,-1,0
0.0,0.310235,0.222222,0,0.125,-1,0
0.0,0.300454,0.583333,0.56,0.777778,0.686878,0
1.0,1,1,1,1,1,1
0.0,0,0.222222,0,0.2,-1,0
0.0,0.005113,0.111111,0,0.2,-1,0
0.0,0.047652,0.181818,0,0.111111,-1,0
0.0,0.178696,0.222222,0.181818,0.222222,-1,0
0.0,0.128475,0,0,0.166667,-1,0
0.0,0,0.285714,0.125,0.4,-1,0
0.0,0.115268,0.25,0.235294,0.4,-1,0
0.0,0,0,0,0.2,-1,0.723795
0.0,0.310389,0,0,0,-1,0
0.0,0.167138,0.375,0.117647,0.3,-1,0
0.0,0.167937,0.1,0,0.2,-1,0
0.0,0.193919,0.142857,0.086957,0.2,-1,0
0.0,0,0,0,0.2,-1,0
0.0,0.126342,0.076923,0.090909,0.2,-1,0
0.0,0.030685,0.4,0,0.25,-1,0
0.0,0,0.222222,0.111111,0.2,-1,0
0.0,0,0,0,0.2,-1,0
0.0,0.070053,0,0,0.2,-1,0
0.0,0,0.166667,0,0.2,-1,0
0.0,0,0,0,0.2,-1,0
0.0,0.27243,0.25,0,0.4,-1,0
0.0,0.135098,0,0,0.2,-1,0
0.0,0,0.125,0,0.2,-1,0
0.0,0.073988,0.083333,0,0.2,-1,0
0.0,0,0.222222,0,0.2,-1,0
1.0,1,1,1,1,1,1
0.0,0.259619,0.6,0.428571,0.4,-0.8,0
0.0,0.203527,0.272727,0.2,0.3,-0.9,0
0.0,0.00722,0.222222,0.111111,0.2,-0.9,0.720726
0.0,0,0,0,0.2,-1,0
0.0,0.037582,0.285714,0.125,0.2,-1,0
0.0,0.280337,0.375,0.235294,0.6,0.186813,0
0.0,0,0.166667,0,0.2,-1,0
0.0,0.370955,0,0,0,-1,0
0.0,0.565947,0.375,0.117647,0.3,-1,0
0.0,0.411805,0.1,0,0.2,-1,0
0.0,0.365049,0.142857,0.086957,0.3,-1,0
